ID,resID,atmilitary,atreligion,ated,atprof,atinc,atrace,atage,atmale,selected,rating
646,A2Z9HUJVKALC4Z,Served,None,Baptist college,Lawyer,5.1M,Caucasian,52,Female,0,0.3333333333333333
647,A2Z9HUJVKALC4Z,Served,Jewish,Community college,Doctor,65K,White,45,Male,1,0.3333333333333333
648,A2Z9HUJVKALC4Z,Served,Jewish,Ivy League university,High school teacher,65K,Native American,45,Male,1,0.5
649,A2Z9HUJVKALC4Z,Did Not Serve,Jewish,Small college,High school teacher,32K,Black,68,Female,0,0.5
650,A2Z9HUJVKALC4Z,Did Not Serve,Evangelical protestant,State university,High school teacher,54K,White,68,Male,0,0.16666666666666666
651,A2Z9HUJVKALC4Z,Served,Evangelical protestant,Community college,High school teacher,65K,Black,36,Female,1,0.16666666666666666
652,A2Z9HUJVKALC4Z,Served,None,Baptist college,Lawyer,92K,Black,75,Male,0,0.3333333333333333
653,A2Z9HUJVKALC4Z,Served,Jewish,Baptist college,Doctor,54K,Hispanic,52,Female,1,0.3333333333333333
654,ARYGQ46IMW8AU,Served,Evangelical protestant,Community college,Car dealer,54K,Asian American,45,Male,0,0.3333333333333333
655,ARYGQ46IMW8AU,Did Not Serve,Mormon,Baptist college,High school teacher,32K,White,68,Male,1,0.5
656,ARYGQ46IMW8AU,Did Not Serve,None,Baptist college,High school teacher,92K,Black,75,Female,0,0.3333333333333333
657,ARYGQ46IMW8AU,Did Not Serve,Evangelical protestant,No BA,Lawyer,210K,Black,52,Male,1,0.3333333333333333
658,ARYGQ46IMW8AU,Did Not Serve,Mainline protestant,Baptist college,High school teacher,65K,Native American,60,Female,1,0.6666666666666666
659,ARYGQ46IMW8AU,Did Not Serve,Mormon,Community college,High school teacher,5.1M,White,45,Female,0,0.3333333333333333
660,ARYGQ46IMW8AU,Served,Catholic,No BA,Lawyer,210K,Hispanic,45,Female,0,0.6666666666666666
661,ARYGQ46IMW8AU,Served,Catholic,Ivy League university,Doctor,54K,Black,45,Female,1,0.3333333333333333
662,ARYGQ46IMW8AU,Did Not Serve,Jewish,Ivy League university,Farmer,5.1M,White,45,Male,1,0.6666666666666666
663,ARYGQ46IMW8AU,Did Not Serve,Jewish,Baptist college,Lawyer,54K,Asian American,52,Male,0,0.3333333333333333
664,A3OKMCSZ8KTZWL,Did Not Serve,Evangelical protestant,Community college,High school teacher,54K,Native American,75,Male,0,0.8333333333333334
665,A3OKMCSZ8KTZWL,Did Not Serve,Mainline protestant,Ivy League university,Business owner,92K,Caucasian,36,Female,1,0.6666666666666666
666,A3OKMCSZ8KTZWL,Served,Mainline protestant,Small college,Farmer,5.1M,Black,60,Male,1,1.0
667,A3OKMCSZ8KTZWL,Did Not Serve,Mormon,Small college,Car dealer,65K,Black,68,Male,0,0.5
668,A3OKMCSZ8KTZWL,Served,Mainline protestant,State university,Car dealer,32K,Caucasian,68,Male,0,0.6666666666666666
669,A3OKMCSZ8KTZWL,Served,Mainline protestant,Small college,High school teacher,54K,Native American,60,Male,1,1.0
670,A3OKMCSZ8KTZWL,Did Not Serve,Evangelical protestant,No BA,Farmer,54K,Caucasian,52,Female,0,1.0
671,A3OKMCSZ8KTZWL,Did Not Serve,Jewish,Ivy League university,Lawyer,65K,Caucasian,60,Male,1,0.6666666666666666
672,A1KYRJAP5MT5YS,Did Not Serve,Catholic,Community college,Car dealer,65K,White,36,Female,0,0.6666666666666666
673,A1KYRJAP5MT5YS,Did Not Serve,Mormon,Ivy League university,Lawyer,65K,Hispanic,45,Female,1,0.3333333333333333
674,A1KYRJAP5MT5YS,Served,Evangelical protestant,No BA,Doctor,5.1M,White,45,Female,0,0.6666666666666666
675,A1KYRJAP5MT5YS,Did Not Serve,None,Small college,High school teacher,5.1M,Native American,36,Female,1,0.3333333333333333
676,A1KYRJAP5MT5YS,Did Not Serve,Evangelical protestant,State university,Doctor,54K,White,52,Male,1,0.3333333333333333
677,A1KYRJAP5MT5YS,Did Not Serve,Evangelical protestant,No BA,Car dealer,54K,White,36,Male,0,0.6666666666666666
678,A1KYRJAP5MT5YS,Did Not Serve,Jewish,Ivy League university,Doctor,5.1M,Asian American,36,Male,1,0.16666666666666666
679,A1KYRJAP5MT5YS,Did Not Serve,Jewish,Small college,Car dealer,210K,White,52,Female,0,0.8333333333333334
680,A1KYRJAP5MT5YS,Did Not Serve,Mainline protestant,Small college,Doctor,32K,Asian American,45,Male,1,0.5
681,A1KYRJAP5MT5YS,Did Not Serve,Evangelical protestant,Small college,Business owner,210K,Caucasian,52,Female,0,0.5
682,A2UBEXX051I223,Served,Mormon,Community college,Car dealer,5.1M,Native American,36,Male,0,0.0
683,A2UBEXX051I223,Served,Catholic,Small college,High school teacher,92K,Asian American,60,Male,1,1.0
684,A2UBEXX051I223,Served,None,Baptist college,Lawyer,32K,White,45,Male,0,0.16666666666666666
685,A2UBEXX051I223,Did Not Serve,None,Community college,Business owner,65K,Black,68,Male,1,1.0
686,A2UBEXX051I223,Did Not Serve,Catholic,Baptist college,Car dealer,92K,Black,60,Male,0,0.16666666666666666
687,A2UBEXX051I223,Did Not Serve,Jewish,State university,Car dealer,54K,Caucasian,75,Female,1,1.0
688,A2UBEXX051I223,Served,None,Ivy League university,Doctor,5.1M,White,68,Female,0,0.0
689,A2UBEXX051I223,Served,Mormon,Ivy League university,Doctor,92K,Native American,60,Female,1,1.0
690,A2UBEXX051I223,Served,Evangelical protestant,Ivy League university,Doctor,54K,Black,60,Female,1,1.0
691,A2UBEXX051I223,Did Not Serve,Mainline protestant,No BA,Doctor,5.1M,Asian American,52,Male,0,0.0
692,A3APC5DH14Q0E2,Served,Mormon,Baptist college,Lawyer,210K,Caucasian,60,Male,1,0.6666666666666666
693,A3APC5DH14Q0E2,Served,Mainline protestant,No BA,High school teacher,92K,Caucasian,68,Female,0,0.3333333333333333
694,A3APC5DH14Q0E2,Served,Mormon,Small college,Lawyer,5.1M,Asian American,36,Female,1,0.5
695,A3APC5DH14Q0E2,Served,Catholic,Baptist college,Lawyer,65K,Caucasian,75,Male,0,0.3333333333333333
696,A3APC5DH14Q0E2,Did Not Serve,Catholic,No BA,Business owner,92K,Caucasian,75,Female,0,0.16666666666666666
697,A3APC5DH14Q0E2,Did Not Serve,Mainline protestant,No BA,Farmer,54K,Black,45,Female,1,0.3333333333333333
698,A3APC5DH14Q0E2,Did Not Serve,None,Ivy League university,Doctor,92K,Caucasian,52,Male,1,0.6666666666666666
699,A3APC5DH14Q0E2,Did Not Serve,Evangelical protestant,Ivy League university,Business owner,92K,Native American,75,Female,0,0.3333333333333333
700,A3APC5DH14Q0E2,Did Not Serve,Evangelical protestant,Small college,Lawyer,5.1M,Black,75,Male,1,0.5
701,A3APC5DH14Q0E2,Served,Mormon,Small college,High school teacher,92K,Asian American,75,Female,0,0.16666666666666666
702,A3AOE3JLHSHEC9,Did Not Serve,None,State university,Doctor,32K,Asian American,52,Male,1,0.6666666666666666
703,A3AOE3JLHSHEC9,Did Not Serve,Catholic,Small college,Business owner,54K,Black,45,Male,0,0.5
704,A3AOE3JLHSHEC9,Served,Catholic,Baptist college,Car dealer,32K,White,75,Female,0,0.5
705,A3AOE3JLHSHEC9,Did Not Serve,Evangelical protestant,Small college,Farmer,210K,Asian American,45,Female,1,0.6666666666666666
706,A3AOE3JLHSHEC9,Did Not Serve,None,Small college,Car dealer,54K,Black,68,Female,0,0.3333333333333333
707,A3AOE3JLHSHEC9,Did Not Serve,Mainline protestant,Baptist college,Doctor,92K,Native American,45,Male,1,0.6666666666666666
708,A3AOE3JLHSHEC9,Did Not Serve,Jewish,No BA,High school teacher,92K,Native American,36,Female,0,0.3333333333333333
709,A3AOE3JLHSHEC9,Served,Catholic,Community college,Doctor,5.1M,White,60,Male,1,0.6666666666666666
710,A3AOE3JLHSHEC9,Did Not Serve,Catholic,Community college,Doctor,32K,Native American,60,Male,1,0.6666666666666666
711,A3AOE3JLHSHEC9,Did Not Serve,None,Baptist college,Farmer,92K,Hispanic,45,Male,0,0.5
712,AODPVTKUSNBUT,Did Not Serve,Catholic,State university,High school teacher,5.1M,White,45,Male,0,0.5
713,AODPVTKUSNBUT,Did Not Serve,Jewish,State university,High school teacher,32K,Caucasian,52,Male,1,0.5
714,AODPVTKUSNBUT,Served,Evangelical protestant,Ivy League university,Car dealer,210K,Native American,60,Female,1,0.5
715,AODPVTKUSNBUT,Served,Mormon,Baptist college,Doctor,54K,Black,52,Female,0,0.5
716,AODPVTKUSNBUT,Did Not Serve,Mormon,Baptist college,High school teacher,65K,Hispanic,36,Male,0,0.5
717,AODPVTKUSNBUT,Did Not Serve,Mormon,No BA,High school teacher,32K,Hispanic,60,Female,1,0.5
718,AODPVTKUSNBUT,Did Not Serve,Jewish,State university,Doctor,210K,Caucasian,52,Male,1,0.5
719,AODPVTKUSNBUT,Did Not Serve,Catholic,Ivy League university,Car dealer,5.1M,Black,36,Male,0,0.5
720,AODPVTKUSNBUT,Served,Evangelical protestant,Community college,Doctor,5.1M,Hispanic,45,Male,0,0.5
721,AODPVTKUSNBUT,Did Not Serve,Catholic,State university,Lawyer,54K,Black,75,Male,1,0.5
722,A2APMBRRXQHDWL,Served,Catholic,No BA,Farmer,92K,Asian American,60,Female,0,0.3333333333333333
723,A2APMBRRXQHDWL,Served,None,Community college,High school teacher,54K,Caucasian,68,Male,1,0.5
724,A2APMBRRXQHDWL,Did Not Serve,Mormon,Ivy League university,Farmer,54K,Asian American,52,Male,0,0.3333333333333333
725,A2APMBRRXQHDWL,Did Not Serve,None,Small college,Business owner,210K,Hispanic,68,Female,1,0.8333333333333334
726,A2APMBRRXQHDWL,Did Not Serve,None,Ivy League university,High school teacher,65K,Caucasian,75,Male,1,0.6666666666666666
727,A2APMBRRXQHDWL,Did Not Serve,Catholic,Community college,Farmer,32K,White,45,Male,0,0.5
728,A2APMBRRXQHDWL,Served,None,No BA,Lawyer,210K,White,52,Female,1,0.6666666666666666
729,A2APMBRRXQHDWL,Served,None,Community college,Farmer,210K,White,45,Female,0,0.5
730,A2APMBRRXQHDWL,Did Not Serve,Mainline protestant,Ivy League university,Car dealer,54K,Hispanic,75,Female,0,0.5
731,A2APMBRRXQHDWL,Served,None,Ivy League university,Car dealer,210K,Native American,68,Female,1,0.6666666666666666
732,A3V750ULGODQNP,Did Not Serve,Mormon,No BA,Car dealer,92K,Hispanic,45,Male,0,0.16666666666666666
733,A3V750ULGODQNP,Served,Mainline protestant,No BA,Lawyer,5.1M,Black,52,Female,1,0.5
734,A3V750ULGODQNP,Served,Jewish,No BA,Car dealer,65K,Black,52,Female,1,0.5
735,A3V750ULGODQNP,Did Not Serve,None,State university,Farmer,32K,White,36,Female,0,0.16666666666666666
736,A3V750ULGODQNP,Served,Mainline protestant,State university,Car dealer,210K,Native American,75,Female,0,0.16666666666666666
737,A3V750ULGODQNP,Served,Evangelical protestant,Baptist college,Car dealer,65K,Black,45,Male,1,0.5
738,A3V750ULGODQNP,Served,Mormon,No BA,Lawyer,32K,Black,75,Male,1,0.0
739,A3V750ULGODQNP,Did Not Serve,Mormon,No BA,Car dealer,54K,Hispanic,68,Female,0,0.0
740,A3V750ULGODQNP,Served,Mainline protestant,Ivy League university,Lawyer,92K,White,36,Female,1,0.6666666666666666
741,A3V750ULGODQNP,Served,Evangelical protestant,Baptist college,Doctor,32K,White,45,Female,0,0.6666666666666666
742,A1OM0BW883BZ0T,Did Not Serve,Mormon,Community college,Business owner,65K,White,45,Female,1,0.8333333333333334
743,A1OM0BW883BZ0T,Did Not Serve,Mormon,No BA,High school teacher,5.1M,Black,45,Female,0,0.5
744,A1OM0BW883BZ0T,Served,Mainline protestant,Ivy League university,Doctor,210K,White,68,Male,1,0.8333333333333334
745,A1OM0BW883BZ0T,Served,Mormon,Small college,Car dealer,5.1M,Hispanic,75,Female,0,0.5
746,A1OM0BW883BZ0T,Did Not Serve,Jewish,State university,Farmer,5.1M,Black,52,Female,0,0.8333333333333334
747,A1OM0BW883BZ0T,Did Not Serve,Mainline protestant,Community college,Lawyer,65K,Hispanic,36,Female,1,0.5
748,A1OM0BW883BZ0T,Did Not Serve,Evangelical protestant,No BA,High school teacher,210K,Asian American,68,Male,0,0.6666666666666666
749,A1OM0BW883BZ0T,Served,Catholic,Community college,Business owner,65K,Asian American,68,Female,1,0.5
750,A1OM0BW883BZ0T,Served,Mormon,Ivy League university,Doctor,54K,Black,60,Male,0,0.6666666666666666
751,A1OM0BW883BZ0T,Served,Catholic,Community college,Doctor,92K,Caucasian,52,Female,1,0.3333333333333333
752,A3CIPNLE5O2YCJ,Did Not Serve,Mormon,No BA,Farmer,54K,Asian American,36,Male,0,0.3333333333333333
753,A3CIPNLE5O2YCJ,Did Not Serve,None,Ivy League university,Doctor,32K,White,52,Male,1,0.5
754,A3CIPNLE5O2YCJ,Did Not Serve,None,Small college,Car dealer,210K,Caucasian,75,Female,0,0.16666666666666666
755,A3CIPNLE5O2YCJ,Did Not Serve,Mainline protestant,Baptist college,High school teacher,65K,Black,60,Female,1,0.6666666666666666
756,A3CIPNLE5O2YCJ,Served,Jewish,State university,Farmer,65K,Black,68,Male,1,0.6666666666666666
757,A3CIPNLE5O2YCJ,Served,Catholic,State university,Car dealer,65K,Caucasian,75,Female,0,0.16666666666666666
758,A3CIPNLE5O2YCJ,Served,Jewish,Community college,Lawyer,65K,Black,36,Male,1,0.8333333333333334
759,A3CIPNLE5O2YCJ,Served,Jewish,State university,Business owner,92K,White,36,Female,0,0.6666666666666666
760,A3CIPNLE5O2YCJ,Served,Mormon,Ivy League university,Doctor,5.1M,Asian American,52,Female,0,0.5
761,A3CIPNLE5O2YCJ,Served,None,Small college,Doctor,5.1M,Caucasian,75,Male,1,0.8333333333333334
762,A1ANPA5XNKB8L5,Served,Mainline protestant,Community college,Doctor,92K,Native American,75,Female,0,0.3333333333333333
763,A1ANPA5XNKB8L5,Did Not Serve,Catholic,State university,Car dealer,210K,Hispanic,45,Female,1,0.5
764,A1ANPA5XNKB8L5,Served,Jewish,Baptist college,Lawyer,92K,Black,60,Female,0,0.5
765,A1ANPA5XNKB8L5,Served,Catholic,Baptist college,Lawyer,32K,Hispanic,75,Male,1,0.3333333333333333
766,A1ANPA5XNKB8L5,Did Not Serve,Mormon,No BA,Business owner,5.1M,Caucasian,45,Female,1,0.5
767,A1ANPA5XNKB8L5,Did Not Serve,Evangelical protestant,Ivy League university,Farmer,210K,Black,52,Female,0,0.3333333333333333
768,A1ANPA5XNKB8L5,Served,Jewish,No BA,Doctor,92K,Black,68,Male,0,0.5
769,A1ANPA5XNKB8L5,Served,Mainline protestant,Ivy League university,Car dealer,65K,Native American,52,Male,1,0.3333333333333333
770,A1ANPA5XNKB8L5,Did Not Serve,Jewish,Small college,Doctor,32K,Native American,36,Male,1,0.5
771,A1ANPA5XNKB8L5,Served,Catholic,State university,High school teacher,92K,White,45,Female,0,0.3333333333333333
772,A1B6QBTCQHEHHK,Served,Jewish,Community college,Lawyer,54K,Native American,45,Female,1,0.3333333333333333
773,A1B6QBTCQHEHHK,Served,Catholic,State university,High school teacher,32K,Hispanic,68,Female,0,0.16666666666666666
774,A1B6QBTCQHEHHK,Served,None,No BA,Farmer,5.1M,Asian American,45,Female,1,0.6666666666666666
775,A1B6QBTCQHEHHK,Did Not Serve,Evangelical protestant,Small college,High school teacher,32K,White,36,Female,0,0.5
776,A1B6QBTCQHEHHK,Served,Jewish,State university,Lawyer,32K,White,36,Female,1,0.6666666666666666
777,A1B6QBTCQHEHHK,Did Not Serve,Mormon,Ivy League university,Car dealer,210K,Hispanic,52,Male,0,0.16666666666666666
778,A1B6QBTCQHEHHK,Served,Mormon,Community college,Farmer,5.1M,Caucasian,75,Male,0,0.16666666666666666
779,A1B6QBTCQHEHHK,Did Not Serve,Mainline protestant,Ivy League university,Farmer,54K,Native American,68,Female,1,0.5
780,A1B6QBTCQHEHHK,Did Not Serve,None,State university,Farmer,210K,Hispanic,45,Female,0,0.3333333333333333
781,A1B6QBTCQHEHHK,Served,None,Ivy League university,High school teacher,65K,Native American,60,Female,1,0.6666666666666666
782,A2QP7CK6K3I7IY,Did Not Serve,Catholic,State university,Farmer,54K,Caucasian,52,Female,1,0.6666666666666666
783,A2QP7CK6K3I7IY,Served,Mormon,Baptist college,Lawyer,65K,Native American,52,Female,0,0.5
784,A2QP7CK6K3I7IY,Served,None,Ivy League university,Lawyer,92K,Hispanic,68,Male,1,1.0
785,A2QP7CK6K3I7IY,Did Not Serve,None,No BA,Lawyer,32K,Black,36,Male,0,0.0
786,A2QP7CK6K3I7IY,Did Not Serve,None,Ivy League university,Doctor,5.1M,Native American,52,Male,1,0.8333333333333334
787,A2QP7CK6K3I7IY,Did Not Serve,Mormon,Ivy League university,Lawyer,210K,White,75,Male,0,0.5
788,A2QP7CK6K3I7IY,Served,None,No BA,Lawyer,54K,Caucasian,36,Female,0,0.16666666666666666
789,A2QP7CK6K3I7IY,Served,Jewish,Ivy League university,Farmer,54K,Caucasian,36,Male,1,0.8333333333333334
790,A2QP7CK6K3I7IY,Did Not Serve,Evangelical protestant,Small college,Lawyer,65K,Hispanic,75,Male,1,0.6666666666666666
791,A2QP7CK6K3I7IY,Did Not Serve,Jewish,State university,Doctor,32K,Black,75,Female,0,0.16666666666666666
792,ACBI5PMWR25N3,Did Not Serve,Mainline protestant,Community college,Lawyer,65K,Hispanic,52,Male,0,0.8333333333333334
793,ACBI5PMWR25N3,Did Not Serve,Evangelical protestant,State university,Doctor,92K,Asian American,68,Male,1,1.0
794,ACBI5PMWR25N3,Served,Jewish,Baptist college,Doctor,5.1M,Black,60,Male,1,0.6666666666666666
795,ACBI5PMWR25N3,Served,None,No BA,Business owner,32K,Asian American,52,Female,0,0.5
796,ACBI5PMWR25N3,Served,Evangelical protestant,Small college,High school teacher,92K,Hispanic,45,Female,1,0.8333333333333334
797,ACBI5PMWR25N3,Did Not Serve,Mormon,Baptist college,Farmer,5.1M,Caucasian,60,Male,0,0.6666666666666666
798,ACBI5PMWR25N3,Did Not Serve,Mormon,State university,High school teacher,65K,Caucasian,68,Female,0,0.3333333333333333
799,ACBI5PMWR25N3,Did Not Serve,Mormon,Ivy League university,Doctor,65K,Caucasian,36,Male,1,0.16666666666666666
800,ACBI5PMWR25N3,Did Not Serve,None,State university,Lawyer,32K,Native American,52,Female,0,0.6666666666666666
801,ACBI5PMWR25N3,Did Not Serve,Evangelical protestant,State university,High school teacher,65K,Caucasian,52,Male,1,0.8333333333333334
802,A1WLB1FZMNI1JM,Served,Jewish,Baptist college,Farmer,210K,Black,52,Male,0,0.3333333333333333
803,A1WLB1FZMNI1JM,Did Not Serve,Evangelical protestant,Ivy League university,Car dealer,92K,Native American,60,Male,1,0.5
804,A1WLB1FZMNI1JM,Served,Mainline protestant,State university,Car dealer,210K,White,68,Male,0,0.3333333333333333
805,A1WLB1FZMNI1JM,Did Not Serve,Jewish,Baptist college,High school teacher,32K,Black,52,Female,1,0.5
806,A1WLB1FZMNI1JM,Served,Catholic,Baptist college,Car dealer,65K,White,36,Male,0,0.8333333333333334
807,A1WLB1FZMNI1JM,Served,Jewish,Ivy League university,High school teacher,65K,Asian American,52,Female,1,0.6666666666666666
808,A1WLB1FZMNI1JM,Served,None,Ivy League university,Car dealer,5.1M,Native American,60,Male,1,0.5
809,A1WLB1FZMNI1JM,Served,Mormon,Baptist college,Doctor,210K,Caucasian,52,Male,0,0.3333333333333333
810,A1WLB1FZMNI1JM,Served,Mainline protestant,Community college,Business owner,210K,Asian American,52,Male,1,0.3333333333333333
811,A1WLB1FZMNI1JM,Did Not Serve,Catholic,Baptist college,High school teacher,32K,Hispanic,45,Male,0,0.5
812,AXNJ7GCWP4G5H,Did Not Serve,Mainline protestant,No BA,Lawyer,210K,Native American,60,Female,0,0.16666666666666666
813,AXNJ7GCWP4G5H,Served,Jewish,Ivy League university,High school teacher,210K,Caucasian,45,Male,1,0.8333333333333334
814,AXNJ7GCWP4G5H,Did Not Serve,Evangelical protestant,Community college,High school teacher,32K,Black,36,Female,1,0.8333333333333334
815,AXNJ7GCWP4G5H,Served,Jewish,Small college,Farmer,92K,Black,68,Male,0,0.6666666666666666
816,AXNJ7GCWP4G5H,Served,None,No BA,Doctor,210K,Black,75,Female,0,0.0
817,AXNJ7GCWP4G5H,Served,Mainline protestant,Community college,Business owner,65K,Caucasian,45,Female,1,0.8333333333333334
818,AXNJ7GCWP4G5H,Served,Evangelical protestant,State university,Doctor,54K,Asian American,75,Male,1,0.8333333333333334
819,AXNJ7GCWP4G5H,Served,Evangelical protestant,Community college,High school teacher,210K,Hispanic,75,Male,0,0.6666666666666666
820,AXNJ7GCWP4G5H,Did Not Serve,Mainline protestant,State university,Business owner,32K,Native American,75,Male,0,0.6666666666666666
821,AXNJ7GCWP4G5H,Did Not Serve,Jewish,Small college,Lawyer,65K,Caucasian,36,Female,1,0.5
822,A2NDGTBR25ADTU,Did Not Serve,Mainline protestant,No BA,Business owner,32K,Black,45,Female,0,0.3333333333333333
823,A2NDGTBR25ADTU,Did Not Serve,Mormon,Ivy League university,Car dealer,92K,White,52,Male,1,0.6666666666666666
824,A2NDGTBR25ADTU,Served,Catholic,Community college,Business owner,210K,Hispanic,60,Female,1,0.8333333333333334
825,A2NDGTBR25ADTU,Served,None,Baptist college,High school teacher,54K,White,75,Male,0,0.16666666666666666
826,A2NDGTBR25ADTU,Did Not Serve,Mormon,No BA,Lawyer,5.1M,Caucasian,60,Female,1,0.6666666666666666
827,A2NDGTBR25ADTU,Did Not Serve,Catholic,Community college,Car dealer,65K,Asian American,45,Male,0,0.3333333333333333
828,A2NDGTBR25ADTU,Did Not Serve,Jewish,No BA,High school teacher,32K,Asian American,60,Female,1,0.3333333333333333
829,A2NDGTBR25ADTU,Did Not Serve,Jewish,Community college,Doctor,65K,Native American,68,Female,0,0.16666666666666666
830,A2NDGTBR25ADTU,Did Not Serve,Catholic,Community college,Lawyer,54K,Asian American,45,Male,1,0.6666666666666666
831,A2NDGTBR25ADTU,Served,Catholic,No BA,Business owner,32K,Native American,52,Female,0,0.3333333333333333
832,A267Z2K6G2WVJK,Served,Jewish,Community college,Doctor,210K,Black,36,Female,1,0.6666666666666666
833,A267Z2K6G2WVJK,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,54K,Hispanic,60,Male,0,0.5
834,A267Z2K6G2WVJK,Did Not Serve,Catholic,State university,Farmer,210K,Asian American,75,Male,0,0.16666666666666666
835,A267Z2K6G2WVJK,Did Not Serve,Catholic,Small college,Farmer,32K,White,52,Male,1,0.6666666666666666
836,A267Z2K6G2WVJK,Did Not Serve,None,Community college,High school teacher,54K,Native American,36,Female,1,0.6666666666666666
837,A267Z2K6G2WVJK,Did Not Serve,Catholic,Ivy League university,Lawyer,92K,Black,60,Male,0,0.3333333333333333
838,A267Z2K6G2WVJK,Served,Mainline protestant,Community college,Doctor,32K,Hispanic,52,Male,0,0.5
839,A267Z2K6G2WVJK,Served,Evangelical protestant,State university,Doctor,92K,Native American,75,Female,1,0.6666666666666666
840,A267Z2K6G2WVJK,Did Not Serve,Mormon,Community college,Car dealer,32K,Hispanic,68,Male,0,0.6666666666666666
841,A267Z2K6G2WVJK,Did Not Serve,Mainline protestant,Community college,Car dealer,65K,White,60,Male,1,0.16666666666666666
842,A3HT66HP7A9619,Served,Evangelical protestant,Community college,Business owner,5.1M,Black,36,Male,0,0.3333333333333333
843,A3HT66HP7A9619,Served,Jewish,Small college,Farmer,65K,Asian American,36,Female,1,0.5
844,A3HT66HP7A9619,Served,Jewish,Baptist college,Car dealer,5.1M,Hispanic,60,Female,0,0.16666666666666666
845,A3HT66HP7A9619,Served,Mormon,Small college,Lawyer,65K,Caucasian,68,Male,1,0.6666666666666666
846,A3HT66HP7A9619,Served,Jewish,Small college,Doctor,54K,Caucasian,68,Male,0,0.16666666666666666
847,A3HT66HP7A9619,Served,Mormon,Baptist college,Lawyer,92K,Asian American,60,Female,1,0.3333333333333333
848,A3HT66HP7A9619,Did Not Serve,Mainline protestant,Baptist college,Doctor,210K,Black,45,Male,0,0.3333333333333333
849,A3HT66HP7A9619,Served,Jewish,Ivy League university,Car dealer,5.1M,Caucasian,60,Male,1,0.8333333333333334
850,A3HT66HP7A9619,Did Not Serve,Evangelical protestant,State university,Business owner,5.1M,Caucasian,75,Male,0,0.16666666666666666
851,A3HT66HP7A9619,Served,Catholic,Ivy League university,Farmer,92K,Black,36,Male,1,0.6666666666666666
852,AVAB6JJYQ1OIP,Did Not Serve,Evangelical protestant,Ivy League university,Lawyer,65K,Black,75,Male,1,0.5
853,AVAB6JJYQ1OIP,Did Not Serve,None,No BA,Doctor,54K,Hispanic,68,Male,0,0.0
854,AVAB6JJYQ1OIP,Served,Catholic,Small college,Business owner,54K,Hispanic,60,Male,1,0.6666666666666666
855,AVAB6JJYQ1OIP,Did Not Serve,Catholic,Community college,Farmer,54K,Hispanic,75,Male,0,0.5
856,AVAB6JJYQ1OIP,Did Not Serve,Jewish,Community college,Doctor,92K,Native American,75,Female,0,0.5
857,AVAB6JJYQ1OIP,Did Not Serve,None,State university,Doctor,92K,Asian American,52,Male,1,0.3333333333333333
858,AVAB6JJYQ1OIP,Served,Mormon,Ivy League university,Car dealer,54K,Hispanic,52,Female,0,0.6666666666666666
859,AVAB6JJYQ1OIP,Served,Mainline protestant,Ivy League university,Business owner,5.1M,White,75,Female,1,0.5
860,AVAB6JJYQ1OIP,Did Not Serve,Evangelical protestant,Baptist college,Doctor,65K,Hispanic,45,Female,1,0.6666666666666666
861,AVAB6JJYQ1OIP,Did Not Serve,Jewish,Small college,Business owner,32K,Hispanic,68,Female,0,0.5
862,A32D3C4IAN277H,Did Not Serve,Jewish,Small college,Doctor,54K,Hispanic,75,Male,1,0.3333333333333333
863,A32D3C4IAN277H,Served,Mormon,Community college,Lawyer,210K,Caucasian,36,Female,0,0.16666666666666666
864,A32D3C4IAN277H,Did Not Serve,Catholic,Ivy League university,Business owner,32K,Hispanic,68,Male,1,0.3333333333333333
865,A32D3C4IAN277H,Served,Mainline protestant,Baptist college,High school teacher,65K,Native American,36,Male,0,0.16666666666666666
866,A32D3C4IAN277H,Served,Jewish,No BA,Doctor,5.1M,Black,68,Male,1,0.3333333333333333
867,A32D3C4IAN277H,Served,Jewish,Ivy League university,Farmer,54K,Asian American,36,Female,0,0.16666666666666666
868,A32D3C4IAN277H,Did Not Serve,Jewish,No BA,Doctor,65K,Native American,36,Female,0,0.16666666666666666
869,A32D3C4IAN277H,Served,Jewish,Community college,High school teacher,5.1M,Black,75,Male,1,0.3333333333333333
870,A32D3C4IAN277H,Served,None,No BA,Business owner,32K,Native American,36,Female,1,0.5
871,A32D3C4IAN277H,Served,Jewish,State university,High school teacher,5.1M,Asian American,75,Male,0,0.3333333333333333
872,A2T3TJEHWXHH7U,Served,Jewish,No BA,Car dealer,210K,Black,36,Female,1,0.6666666666666666
873,A2T3TJEHWXHH7U,Did Not Serve,None,Community college,Lawyer,92K,Caucasian,52,Female,0,0.3333333333333333
874,A2T3TJEHWXHH7U,Served,Jewish,Ivy League university,Doctor,32K,Hispanic,36,Female,1,0.6666666666666666
875,A2T3TJEHWXHH7U,Did Not Serve,Catholic,Small college,Business owner,210K,Black,75,Female,0,0.3333333333333333
876,A2T3TJEHWXHH7U,Served,Mainline protestant,Community college,Lawyer,65K,Black,52,Female,0,0.6666666666666666
877,A2T3TJEHWXHH7U,Served,Catholic,Baptist college,High school teacher,210K,Asian American,75,Female,1,0.16666666666666666
878,A2T3TJEHWXHH7U,Served,Evangelical protestant,Ivy League university,Lawyer,210K,Native American,60,Female,1,0.6666666666666666
879,A2T3TJEHWXHH7U,Served,Mormon,Community college,Lawyer,54K,Asian American,36,Male,0,0.3333333333333333
